<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDJPY,20010103,144800,114.43,114.43,114.41,114.42,4
USDJPY,20010103,144900,114.42,114.44,114.42,114.44,4
USDJPY,20010103,145000,114.44,114.45,114.44,114.44,4
USDJPY,20010103,145100,114.44,114.44,114.44,114.44,4
USDJPY,20010103,145200,114.44,114.44,114.44,114.44,4
USDJPY,20010103,145300,114.44,114.44,114.41,114.41,4
USDJPY,20010103,145400,114.40,114.40,114.38,114.38,4
USDJPY,20010103,145500,114.38,114.38,114.34,114.35,4
USDJPY,20010103,145600,114.35,114.36,114.34,114.36,4
USDJPY,20010103,145700,114.37,114.38,114.36,114.37,4
USDJPY,20010103,145800,114.36,114.37,114.36,114.36,4
USDJPY,20010103,145900,114.35,114.35,114.34,114.35,4
USDJPY,20010103,150000,114.39,114.39,114.34,114.36,4
USDJPY,20010103,150100,114.36,114.36,114.36,114.36,4
USDJPY,20010103,150200,114.36,114.36,114.35,114.36,4
USDJPY,20010103,150300,114.36,114.36,114.36,114.36,4
USDJPY,20010103,150400,114.37,114.37,114.34,114.34,4
USDJPY,20010103,150500,114.34,114.34,114.34,114.34,4
USDJPY,20010103,150600,114.34,114.36,114.34,114.36,4
USDJPY,20010103,150700,114.36,114.36,114.34,114.34,4
USDJPY,20010103,150800,114.35,114.35,114.33,114.33,4
USDJPY,20010103,150900,114.33,114.34,114.33,114.34,4
USDJPY,20010103,151000,114.34,114.38,114.34,114.38,4
USDJPY,20010103,151100,114.40,114.41,114.39,114.40,4
USDJPY,20010103,151200,114.40,114.42,114.40,114.42,4
USDJPY,20010103,151300,114.42,114.44,114.42,114.44,4
USDJPY,20010103,151400,114.45,114.45,114.43,114.44,4
USDJPY,20010103,151500,114.44,114.44,114.44,114.44,4
USDJPY,20010103,151600,114.45,114.45,114.44,114.45,4
USDJPY,20010103,151700,114.44,114.44,114.42,114.44,4
USDJPY,20010103,151800,114.44,114.44,114.44,114.44,4
USDJPY,20010103,151900,114.44,114.45,114.44,114.44,4
USDJPY,20010103,152000,114.45,114.45,114.44,114.44,4
USDJPY,20010103,152100,114.44,114.44,114.40,114.40,4
USDJPY,20010103,152200,114.40,114.41,114.39,114.39,4
USDJPY,20010103,152300,114.39,114.41,114.39,114.41,4
USDJPY,20010103,152400,114.40,114.40,114.39,114.39,4
USDJPY,20010103,152500,114.40,114.40,114.40,114.40,4
USDJPY,20010103,152600,114.40,114.40,114.40,114.40,4
USDJPY,20010103,152700,114.39,114.40,114.39,114.40,4
USDJPY,20010103,152800,114.40,114.42,114.40,114.42,4
USDJPY,20010103,152900,114.42,114.42,114.40,114.40,4
USDJPY,20010103,153000,114.39,114.40,114.39,114.40,4
USDJPY,20010103,153100,114.39,114.42,114.39,114.40,4
USDJPY,20010103,153200,114.40,114.40,114.40,114.40,4
USDJPY,20010103,153300,114.42,114.42,114.40,114.40,4
USDJPY,20010103,153400,114.41,114.44,114.39,114.44,4
USDJPY,20010103,153500,114.44,114.44,114.43,114.43,4
USDJPY,20010103,153600,114.40,114.42,114.40,114.42,4
USDJPY,20010103,153700,114.42,114.45,114.42,114.44,4
USDJPY,20010103,153800,114.45,114.45,114.43,114.45,4
USDJPY,20010103,153900,114.46,114.49,114.45,114.45,4
USDJPY,20010103,154000,114.45,114.45,114.44,114.44,4
USDJPY,20010103,154100,114.43,114.43,114.42,114.42,4
USDJPY,20010103,154200,114.42,114.42,114.42,114.42,4
USDJPY,20010103,154300,114.40,114.40,114.40,114.40,4
USDJPY,20010103,154400,114.39,114.40,114.39,114.40,4
USDJPY,20010103,154500,114.40,114.42,114.40,114.42,4
USDJPY,20010103,154600,114.42,114.42,114.40,114.40,4
USDJPY,20010103,154700,114.40,114.40,114.38,114.38,4
USDJPY,20010103,154800,114.37,114.37,114.36,114.36,4
USDJPY,20010103,154900,114.36,114.38,114.34,114.38,4
USDJPY,20010103,155000,114.37,114.38,114.36,114.38,4
USDJPY,20010103,155100,114.38,114.39,114.37,114.39,4
USDJPY,20010103,155200,114.39,114.43,114.39,114.40,4
USDJPY,20010103,155300,114.39,114.39,114.38,114.38,4
USDJPY,20010103,155400,114.37,114.38,114.36,114.36,4
USDJPY,20010103,155500,114.36,114.37,114.36,114.37,4
USDJPY,20010103,155600,114.37,114.37,114.36,114.37,4
USDJPY,20010103,155700,114.37,114.39,114.37,114.39,4
USDJPY,20010103,155800,114.39,114.39,114.36,114.36,4
USDJPY,20010103,155900,114.36,114.36,114.35,114.35,4
USDJPY,20010103,160000,114.34,114.34,114.33,114.34,4
USDJPY,20010103,160100,114.33,114.37,114.33,114.37,4
USDJPY,20010103,160200,114.36,114.37,114.36,114.37,4
USDJPY,20010103,160300,114.36,114.37,114.36,114.36,4
USDJPY,20010103,160400,114.37,114.38,114.36,114.37,4
USDJPY,20010103,160500,114.36,114.36,114.35,114.35,4
USDJPY,20010103,160600,114.34,114.35,114.33,114.35,4
USDJPY,20010103,160700,114.35,114.36,114.34,114.36,4
USDJPY,20010103,160800,114.36,114.36,114.36,114.36,4
USDJPY,20010103,160900,114.36,114.36,114.34,114.34,4
USDJPY,20010103,161000,114.34,114.36,114.34,114.34,4
USDJPY,20010103,161100,114.35,114.36,114.33,114.36,4
USDJPY,20010103,161200,114.36,114.36,114.36,114.36,4
USDJPY,20010103,161300,114.36,114.36,114.34,114.34,4
USDJPY,20010103,161400,114.35,114.35,114.35,114.35,4
USDJPY,20010103,161500,114.35,114.35,114.34,114.34,4
USDJPY,20010103,161600,114.31,114.33,114.31,114.33,4
USDJPY,20010103,161700,114.33,114.33,114.32,114.33,4
USDJPY,20010103,161800,114.33,114.36,114.33,114.36,4
USDJPY,20010103,161900,114.36,114.36,114.36,114.36,4
USDJPY,20010103,162000,114.36,114.37,114.35,114.36,4
USDJPY,20010103,162100,114.35,114.36,114.35,114.35,4
USDJPY,20010103,162200,114.34,114.34,114.33,114.33,4
USDJPY,20010103,162300,114.33,114.33,114.31,114.32,4
USDJPY,20010103,162400,114.31,114.31,114.29,114.29,4
USDJPY,20010103,162500,114.29,114.29,114.29,114.29,4
USDJPY,20010103,162600,114.28,114.29,114.27,114.27,4
USDJPY,20010103,162700,114.27,114.28,114.27,114.28,4
USDJPY,20010103,162800,114.28,114.28,114.26,114.27,4
USDJPY,20010103,162900,114.29,114.31,114.29,114.30,4
USDJPY,20010103,163000,114.29,114.29,114.29,114.29,4
USDJPY,20010103,163100,114.28,114.28,114.28,114.28,4
USDJPY,20010103,163200,114.28,114.28,114.27,114.28,4
USDJPY,20010103,163300,114.29,114.31,114.29,114.31,4
USDJPY,20010103,163400,114.31,114.31,114.31,114.31,4
USDJPY,20010103,163500,114.29,114.31,114.28,114.28,4
USDJPY,20010103,163600,114.28,114.30,114.28,114.29,4
USDJPY,20010103,163700,114.29,114.29,114.28,114.28,4
USDJPY,20010103,163800,114.28,114.28,114.28,114.28,4
USDJPY,20010103,163900,114.27,114.27,114.25,114.25,4
USDJPY,20010103,164000,114.26,114.26,114.24,114.25,4
USDJPY,20010103,164100,114.24,114.24,114.24,114.24,4
USDJPY,20010103,164200,114.23,114.25,114.23,114.24,4
USDJPY,20010103,164300,114.25,114.25,114.23,114.23,4
USDJPY,20010103,164400,114.24,114.25,114.24,114.25,4
USDJPY,20010103,164500,114.25,114.25,114.23,114.24,4
USDJPY,20010103,164600,114.23,114.24,114.23,114.24,4
USDJPY,20010103,164700,114.23,114.25,114.23,114.24,4
USDJPY,20010103,164800,114.25,114.25,114.25,114.25,4
USDJPY,20010103,164900,114.25,114.25,114.25,114.25,4
USDJPY,20010103,165000,114.23,114.25,114.23,114.24,4
USDJPY,20010103,165100,114.23,114.23,114.23,114.23,4
USDJPY,20010103,165200,114.23,114.23,114.21,114.22,4
USDJPY,20010103,165300,114.21,114.23,114.21,114.23,4
USDJPY,20010103,165400,114.23,114.23,114.22,114.22,4
USDJPY,20010103,165500,114.22,114.23,114.22,114.23,4
USDJPY,20010103,165600,114.22,114.22,114.22,114.22,4
USDJPY,20010103,165700,114.22,114.23,114.22,114.23,4
USDJPY,20010103,165800,114.24,114.24,114.23,114.24,4
USDJPY,20010103,165900,114.23,114.24,114.23,114.23,4
USDJPY,20010103,170000,114.23,114.24,114.23,114.24,4
USDJPY,20010103,170100,114.23,114.23,114.23,114.23,4
USDJPY,20010103,170200,114.23,114.23,114.22,114.22,4
USDJPY,20010103,170300,114.23,114.23,114.22,114.22,4
USDJPY,20010103,170400,114.22,114.23,114.22,114.22,4
USDJPY,20010103,170500,114.23,114.25,114.23,114.25,4
USDJPY,20010103,170600,114.26,114.26,114.26,114.26,4
USDJPY,20010103,170700,114.25,114.25,114.25,114.25,4
USDJPY,20010103,170800,114.25,114.27,114.25,114.26,4
USDJPY,20010103,170900,114.28,114.28,114.25,114.25,4
USDJPY,20010103,171100,114.26,114.26,114.26,114.26,4
USDJPY,20010103,171300,114.25,114.25,114.21,114.21,4
USDJPY,20010103,171400,114.22,114.22,114.19,114.19,4
USDJPY,20010103,171500,114.19,114.19,114.19,114.19,4
USDJPY,20010103,171600,114.18,114.20,114.18,114.19,4
USDJPY,20010103,171700,114.18,114.18,114.15,114.17,4
USDJPY,20010103,171800,114.14,114.14,114.14,114.14,4
USDJPY,20010103,171900,114.14,114.15,114.14,114.15,4
USDJPY,20010103,172100,114.14,114.15,114.13,114.14,4
USDJPY,20010103,172200,114.14,114.14,114.12,114.12,4
USDJPY,20010103,172300,114.12,114.12,114.12,114.12,4
USDJPY,20010103,172400,114.12,114.12,114.11,114.12,4
USDJPY,20010103,172500,114.12,114.13,114.12,114.13,4
USDJPY,20010103,172600,114.14,114.14,114.13,114.14,4
USDJPY,20010103,172700,114.14,114.14,114.14,114.14,4
USDJPY,20010103,172800,114.14,114.14,114.13,114.13,4
USDJPY,20010103,173000,114.14,114.14,114.14,114.14,4
USDJPY,20010103,173100,114.14,114.14,114.14,114.14,4
USDJPY,20010103,173200,114.14,114.14,114.14,114.14,4
USDJPY,20010103,173300,114.14,114.14,114.14,114.14,4
USDJPY,20010103,173400,114.14,114.14,114.14,114.14,4
USDJPY,20010103,173500,114.13,114.13,114.13,114.13,4
USDJPY,20010103,173600,114.14,114.14,114.12,114.12,4
USDJPY,20010103,173700,114.11,114.11,114.11,114.11,4
USDJPY,20010103,173800,114.11,114.11,114.11,114.11,4
USDJPY,20010103,173900,114.12,114.12,114.11,114.11,4
USDJPY,20010103,174000,114.11,114.12,114.11,114.12,4
USDJPY,20010103,174100,114.14,114.15,114.14,114.15,4
USDJPY,20010103,174200,114.14,114.14,114.13,114.13,4
USDJPY,20010103,174300,114.14,114.14,114.14,114.14,4
USDJPY,20010103,174400,114.14,114.14,114.14,114.14,4
USDJPY,20010103,174500,114.14,114.14,114.14,114.14,4
USDJPY,20010103,174600,114.13,114.13,114.13,114.13,4
USDJPY,20010103,174700,114.14,114.14,114.13,114.13,4
USDJPY,20010103,174800,114.11,114.12,114.11,114.12,4
USDJPY,20010103,174900,114.12,114.12,114.12,114.12,4
USDJPY,20010103,175000,114.12,114.12,114.12,114.12,4
USDJPY,20010103,175100,114.13,114.13,114.12,114.12,4
USDJPY,20010103,175200,114.12,114.12,114.11,114.11,4
USDJPY,20010103,175300,114.11,114.11,114.10,114.11,4
USDJPY,20010103,175400,114.11,114.11,114.11,114.11,4
USDJPY,20010103,175500,114.11,114.11,114.11,114.11,4
USDJPY,20010103,175600,114.11,114.11,114.11,114.11,4
USDJPY,20010103,175700,114.12,114.12,114.12,114.12,4
USDJPY,20010103,175800,114.12,114.14,114.12,114.14,4
USDJPY,20010103,175900,114.12,114.14,114.12,114.13,4
USDJPY,20010103,180000,114.12,114.12,114.12,114.12,4
USDJPY,20010103,180100,114.12,114.12,114.11,114.11,4
USDJPY,20010103,180200,114.11,114.12,114.11,114.12,4
USDJPY,20010103,180300,114.14,114.14,114.14,114.14,4
USDJPY,20010103,180400,114.14,114.15,114.14,114.15,4
USDJPY,20010103,180500,114.15,114.16,114.15,114.16,4
USDJPY,20010103,180600,114.16,114.18,114.16,114.18,4
USDJPY,20010103,180700,114.18,114.19,114.18,114.19,4
USDJPY,20010103,180800,114.19,114.19,114.18,114.19,4
USDJPY,20010103,180900,114.19,114.19,114.19,114.19,4
USDJPY,20010103,181000,114.19,114.20,114.19,114.20,4
USDJPY,20010103,181100,114.20,114.22,114.20,114.22,4
USDJPY,20010103,181200,114.22,114.23,114.22,114.23,4
USDJPY,20010103,181300,114.23,114.23,114.17,114.18,4
USDJPY,20010103,181400,114.17,114.17,114.15,114.15,4
USDJPY,20010103,181500,114.15,114.15,114.15,114.15,4
USDJPY,20010103,181600,114.15,114.15,114.14,114.14,4
USDJPY,20010103,181700,114.14,114.14,114.13,114.13,4
USDJPY,20010103,181800,114.17,114.20,114.14,114.14,4
USDJPY,20010103,181900,114.08,114.09,114.08,114.08,4
USDJPY,20010103,182000,114.06,114.06,114.06,114.06,4
USDJPY,20010103,182100,114.03,114.08,114.03,114.08,4
USDJPY,20010103,182200,114.09,114.17,114.09,114.17,4
USDJPY,20010103,182300,114.20,114.20,114.18,114.19,4
USDJPY,20010103,182400,114.19,114.19,114.19,114.19,4
USDJPY,20010103,182500,114.23,114.30,114.23,114.30,4
USDJPY,20010103,182600,114.31,114.31,114.27,114.27,4
USDJPY,20010103,182700,114.28,114.28,114.25,114.25,4
USDJPY,20010103,182800,114.25,114.25,114.25,114.25,4
USDJPY,20010103,182900,114.25,114.29,114.25,114.29,4
USDJPY,20010103,183000,114.28,114.29,114.28,114.28,4
USDJPY,20010103,183100,114.29,114.31,114.29,114.31,4
USDJPY,20010103,183200,114.30,114.30,114.29,114.29,4
USDJPY,20010103,183300,114.28,114.28,114.27,114.27,4
USDJPY,20010103,183400,114.28,114.31,114.28,114.29,4
USDJPY,20010103,183500,114.29,114.29,114.22,114.23,4
USDJPY,20010103,183600,114.21,114.22,114.20,114.20,4
USDJPY,20010103,183700,114.20,114.21,114.20,114.21,4
USDJPY,20010103,183800,114.22,114.22,114.21,114.21,4
USDJPY,20010103,183900,114.20,114.20,114.17,114.17,4
USDJPY,20010103,184000,114.15,114.15,114.15,114.15,4
USDJPY,20010103,184100,114.15,114.15,114.14,114.14,4
USDJPY,20010103,184200,114.13,114.13,114.12,114.12,4
USDJPY,20010103,184300,114.13,114.14,114.12,114.12,4
USDJPY,20010103,184400,114.11,114.11,114.09,114.09,4
USDJPY,20010103,184500,114.10,114.10,114.09,114.09,4
USDJPY,20010103,184600,114.09,114.09,114.09,114.09,4
USDJPY,20010103,184700,114.09,114.11,114.09,114.09,4
USDJPY,20010103,184800,114.08,114.08,113.81,113.91,4
USDJPY,20010103,184900,113.86,113.86,113.81,113.85,4
USDJPY,20010103,185000,113.86,113.92,113.86,113.90,4
USDJPY,20010103,185100,113.89,113.94,113.89,113.93,4
USDJPY,20010103,185200,113.94,113.94,113.89,113.89,4
USDJPY,20010103,185300,113.87,113.87,113.84,113.84,4
USDJPY,20010103,185400,113.79,113.81,113.79,113.79,4
USDJPY,20010103,185500,113.81,113.81,113.81,113.81,4
USDJPY,20010103,185600,113.84,113.84,113.77,113.77,4
USDJPY,20010103,185700,113.75,113.75,113.75,113.75,4
USDJPY,20010103,185800,113.76,113.78,113.76,113.78,4
USDJPY,20010103,185900,113.79,113.81,113.75,113.75,4
USDJPY,20010103,190000,113.74,113.75,113.71,113.71,4
USDJPY,20010103,190100,113.70,113.70,113.69,113.69,4
USDJPY,20010103,190200,113.69,113.70,113.69,113.70,4
USDJPY,20010103,190300,113.70,113.70,113.67,113.67,4
USDJPY,20010103,190400,113.68,113.68,113.64,113.68,4
USDJPY,20010103,190500,113.69,113.71,113.68,113.70,4
USDJPY,20010103,190600,113.71,113.72,113.71,113.72,4
USDJPY,20010103,190700,113.72,113.72,113.72,113.72,4
USDJPY,20010103,190800,113.73,113.74,113.73,113.74,4
USDJPY,20010103,190900,113.72,113.73,113.72,113.73,4
USDJPY,20010103,191000,113.78,113.79,113.78,113.79,4
USDJPY,20010103,191100,113.79,113.81,113.79,113.80,4
USDJPY,20010103,191200,113.80,113.80,113.78,113.78,4
USDJPY,20010103,191300,113.78,113.78,113.78,113.78,4
USDJPY,20010103,191400,113.76,113.76,113.76,113.76,4
USDJPY,20010103,191600,113.75,113.75,113.75,113.75,4
USDJPY,20010103,191800,113.75,113.75,113.75,113.75,4
USDJPY,20010103,191900,113.75,113.75,113.72,113.72,4
USDJPY,20010103,192000,113.73,113.73,113.73,113.73,4
USDJPY,20010103,192200,113.70,113.70,113.69,113.69,4
USDJPY,20010103,192300,113.68,113.71,113.68,113.71,4
USDJPY,20010103,192400,113.72,113.73,113.72,113.73,4
USDJPY,20010103,192500,113.73,113.73,113.70,113.70,4
USDJPY,20010103,192600,113.72,113.72,113.70,113.70,4
USDJPY,20010103,192800,113.69,113.69,113.69,113.69,4
USDJPY,20010103,192900,113.70,113.75,113.70,113.74,4
USDJPY,20010103,193000,113.75,113.75,113.75,113.75,4
USDJPY,20010103,193100,113.75,113.75,113.75,113.75,4
USDJPY,20010103,193200,113.73,113.73,113.71,113.71,4
USDJPY,20010103,193400,113.72,113.72,113.72,113.72,4
USDJPY,20010103,193600,113.69,113.72,113.69,113.71,4
USDJPY,20010103,193700,113.70,113.70,113.69,113.69,4
USDJPY,20010103,193800,113.69,113.69,113.69,113.69,4
USDJPY,20010103,193900,113.69,113.69,113.69,113.69,4
USDJPY,20010103,194000,113.67,113.67,113.67,113.67,4
USDJPY,20010103,194100,113.66,113.67,113.66,113.67,4
USDJPY,20010103,194200,113.67,113.67,113.67,113.67,4
USDJPY,20010103,194300,113.67,113.67,113.67,113.67,4
USDJPY,20010103,194400,113.67,113.67,113.67,113.67,4
USDJPY,20010103,194600,113.67,113.67,113.67,113.67,4
USDJPY,20010103,194700,113.66,113.66,113.63,113.64,4
USDJPY,20010103,194800,113.64,113.64,113.64,113.64,4
USDJPY,20010103,194900,113.64,113.64,113.64,113.64,4
USDJPY,20010103,195000,113.62,113.62,113.61,113.61,4
USDJPY,20010103,195100,113.61,113.62,113.61,113.62,4
USDJPY,20010103,195200,113.62,113.64,113.62,113.64,4
USDJPY,20010103,195300,113.64,113.65,113.63,113.65,4
USDJPY,20010103,195400,113.65,113.65,113.65,113.65,4
USDJPY,20010103,195500,113.65,113.65,113.65,113.65,4
USDJPY,20010103,195600,113.65,113.65,113.64,113.64,4
USDJPY,20010103,195700,113.63,113.63,113.62,113.62,4
USDJPY,20010103,195800,113.61,113.61,113.61,113.61,4
USDJPY,20010103,195900,113.61,113.61,113.61,113.61,4
USDJPY,20010103,200000,113.61,113.61,113.61,113.61,4
USDJPY,20010103,200100,113.61,113.64,113.61,113.62,4
USDJPY,20010103,200200,113.62,113.62,113.61,113.61,4
USDJPY,20010103,200300,113.61,113.62,113.61,113.62,4
USDJPY,20010103,200400,113.62,113.62,113.62,113.62,4
USDJPY,20010103,200800,113.61,113.63,113.61,113.62,4
USDJPY,20010103,201100,113.64,113.64,113.64,113.64,4
USDJPY,20010103,201200,113.65,113.65,113.65,113.65,4
USDJPY,20010103,201300,113.65,113.65,113.65,113.65,4
USDJPY,20010103,201400,113.67,113.67,113.67,113.67,4
USDJPY,20010103,201500,113.67,113.67,113.67,113.67,4
USDJPY,20010103,201600,113.67,113.67,113.67,113.67,4
USDJPY,20010103,201800,113.67,113.67,113.67,113.67,4
USDJPY,20010103,201900,113.67,113.67,113.67,113.67,4
USDJPY,20010103,202100,113.67,113.67,113.67,113.67,4
USDJPY,20010103,202200,113.67,113.67,113.67,113.67,4
USDJPY,20010103,202300,113.65,113.65,113.64,113.64,4
USDJPY,20010103,202400,113.65,113.65,113.65,113.65,4
USDJPY,20010103,202500,113.64,113.64,113.64,113.64,4
USDJPY,20010103,202600,113.64,113.64,113.62,113.62,4
USDJPY,20010103,202700,113.61,113.62,113.61,113.62,4
USDJPY,20010103,202800,113.63,113.63,113.63,113.63,4
USDJPY,20010103,202900,113.61,113.61,113.61,113.61,4
USDJPY,20010103,203300,113.61,113.61,113.61,113.61,4
USDJPY,20010103,203500,113.61,113.61,113.61,113.61,4
USDJPY,20010103,203600,113.62,113.62,113.62,113.62,4
USDJPY,20010103,203700,113.62,113.62,113.62,113.62,4
USDJPY,20010103,203800,113.62,113.62,113.62,113.62,4
USDJPY,20010103,203900,113.61,113.61,113.61,113.61,4
USDJPY,20010103,204000,113.62,113.62,113.62,113.62,4
USDJPY,20010103,204100,113.64,113.64,113.64,113.64,4
USDJPY,20010103,204300,113.64,113.64,113.63,113.64,4
USDJPY,20010103,204400,113.64,113.64,113.64,113.64,4
USDJPY,20010103,204600,113.64,113.64,113.64,113.64,4
USDJPY,20010103,204700,113.64,113.64,113.64,113.64,4
USDJPY,20010103,204900,113.64,113.64,113.64,113.64,4
USDJPY,20010103,205000,113.64,113.64,113.64,113.64,4
USDJPY,20010103,205100,113.62,113.62,113.61,113.61,4
USDJPY,20010103,205200,113.61,113.61,113.61,113.61,4
USDJPY,20010103,205300,113.61,113.61,113.61,113.61,4
USDJPY,20010103,205400,113.61,113.61,113.61,113.61,4
USDJPY,20010103,205500,113.61,113.61,113.61,113.61,4
USDJPY,20010103,205700,113.61,113.61,113.61,113.61,4
USDJPY,20010103,205900,113.61,113.61,113.61,113.61,4
USDJPY,20010103,210000,113.61,113.61,113.60,113.60,4
USDJPY,20010103,210100,113.60,113.60,113.60,113.60,4
USDJPY,20010103,210200,113.60,113.60,113.60,113.60,4
USDJPY,20010103,210300,113.60,113.60,113.60,113.60,4
USDJPY,20010103,210400,113.60,113.60,113.60,113.60,4
USDJPY,20010103,210500,113.61,113.61,113.61,113.61,4
USDJPY,20010103,210600,113.61,113.61,113.61,113.61,4
USDJPY,20010103,210700,113.61,113.61,113.61,113.61,4
USDJPY,20010103,210800,113.61,113.61,113.61,113.61,4
USDJPY,20010103,210900,113.61,113.61,113.60,113.60,4
USDJPY,20010103,211000,113.60,113.61,113.60,113.61,4
USDJPY,20010103,211100,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211200,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211300,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211400,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211500,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211600,113.61,113.61,113.61,113.61,4
USDJPY,20010103,211700,113.61,113.63,113.61,113.63,4
