<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,RSI,Signal RSI
USDJPY,20010103,50100,114.53,114.53,114.53,114.53,4,34.893439530108665,0.0
USDJPY,20010103,50200,114.53,114.53,114.53,114.53,4,34.893439530108665,0.0
USDJPY,20010103,50300,114.53,114.53,114.53,114.53,4,34.893439530108665,0.0
USDJPY,20010103,50400,114.53,114.54,114.53,114.54,4,48.1522870621421,0.0
USDJPY,20010103,50500,114.54,114.54,114.54,114.54,4,48.1522870621421,0.0
USDJPY,20010103,50600,114.54,114.54,114.54,114.54,4,48.1522870621421,0.0
USDJPY,20010103,50700,114.54,114.54,114.54,114.54,4,48.1522870621421,0.0
USDJPY,20010103,50800,114.54,114.54,114.54,114.54,4,48.1522870621421,0.0
USDJPY,20010103,50900,114.54,114.54,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51000,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51100,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51200,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51300,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51400,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51500,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51600,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51700,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51800,114.53,114.53,114.53,114.53,4,37.18357602654345,0.0
USDJPY,20010103,51900,114.54,114.54,114.54,114.54,4,57.49769504958655,0.0
USDJPY,20010103,52000,114.54,114.54,114.54,114.54,4,57.49769504958654,0.0
USDJPY,20010103,52100,114.54,114.54,114.54,114.54,4,57.49769504958654,0.0
USDJPY,20010103,52200,114.54,114.55,114.54,114.54,4,57.49769504958655,0.0
USDJPY,20010103,52300,114.54,114.54,114.54,114.54,4,57.49769504958654,0.0
USDJPY,20010103,52400,114.54,114.56,114.54,114.55,4,71.05602874772111,0.0
USDJPY,20010103,52500,114.56,114.56,114.55,114.56,4,78.45694905050502,0.0
USDJPY,20010103,52600,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,52700,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,52800,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,53000,114.55,114.56,114.55,114.56,4,78.456949050505,0.0
USDJPY,20010103,53200,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,53300,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,53400,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,53500,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,53600,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,53700,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,53800,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,53900,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,54000,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,54100,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,54200,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,54300,114.56,114.56,114.56,114.56,4,78.45694905050502,0.0
USDJPY,20010103,54400,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,54500,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,54800,114.56,114.56,114.56,114.56,4,78.456949050505,0.0
USDJPY,20010103,55000,114.55,114.55,114.54,114.54,4,24.130258609510662,-1.0
USDJPY,20010103,55100,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55200,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55400,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55500,114.54,114.54,114.54,114.54,4,24.130258609510648,0.0
USDJPY,20010103,55600,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55700,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55800,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,55900,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60000,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60100,114.54,114.55,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60200,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60300,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60400,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60500,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60600,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60700,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60800,114.54,114.54,114.54,114.54,4,24.130258609510662,0.0
USDJPY,20010103,60900,114.56,114.56,114.56,114.56,4,79.0905401109368,1.0
USDJPY,20010103,61000,114.54,114.54,114.54,114.54,4,44.42973030976394,-1.0
USDJPY,20010103,61100,114.54,114.54,114.54,114.54,4,44.42973030976395,0.0
USDJPY,20010103,61200,114.54,114.54,114.54,114.54,4,44.42973030976394,0.0
USDJPY,20010103,61300,114.53,114.53,114.52,114.52,4,28.7133605412983,0.0
USDJPY,20010103,61400,114.53,114.53,114.53,114.53,4,40.119058550884695,1.0
USDJPY,20010103,61500,114.53,114.53,114.53,114.53,4,40.119058550884695,0.0
USDJPY,20010103,61600,114.53,114.53,114.53,114.53,4,40.119058550884695,0.0
USDJPY,20010103,61700,114.53,114.53,114.53,114.53,4,40.1190585508847,0.0
USDJPY,20010103,61800,114.53,114.53,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,61900,114.51,114.51,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,62000,114.5,114.5,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,62100,114.5,114.5,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,62200,114.5,114.5,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,62300,114.5,114.5,114.5,114.5,4,24.379368704888194,0.0
USDJPY,20010103,62400,114.5,114.51,114.5,114.51,4,37.19221852829635,1.0
USDJPY,20010103,62500,114.51,114.51,114.51,114.51,4,37.192218528296365,0.0
USDJPY,20010103,62600,114.51,114.51,114.51,114.51,4,37.192218528296365,0.0
USDJPY,20010103,62700,114.51,114.51,114.51,114.51,4,37.192218528296365,0.0
USDJPY,20010103,62800,114.51,114.51,114.51,114.51,4,37.19221852829635,0.0
USDJPY,20010103,62900,114.51,114.51,114.5,114.5,4,29.862937429264136,0.0
USDJPY,20010103,63000,114.51,114.51,114.51,114.51,4,42.14181764766257,1.0
USDJPY,20010103,63100,114.51,114.51,114.51,114.51,4,42.14181764766257,0.0
USDJPY,20010103,63200,114.51,114.51,114.51,114.51,4,42.14181764766258,0.0
USDJPY,20010103,63300,114.51,114.51,114.51,114.51,4,42.14181764766258,0.0
USDJPY,20010103,63400,114.51,114.51,114.51,114.51,4,42.14181764766258,0.0
USDJPY,20010103,63500,114.51,114.51,114.5,114.5,4,33.61686748540296,0.0
USDJPY,20010103,63600,114.49,114.5,114.49,114.5,4,33.61686748540296,0.0
USDJPY,20010103,63700,114.49,114.51,114.48,114.51,4,46.23152986981267,0.0
USDJPY,20010103,63800,114.5,114.51,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,63900,114.5,114.5,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,64000,114.5,114.5,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,64200,114.5,114.5,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,64300,114.5,114.5,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,64400,114.5,114.5,114.5,114.5,4,38.37769959279091,0.0
USDJPY,20010103,64500,114.5,114.5,114.5,114.5,4,38.377699592790904,0.0
USDJPY,20010103,64600,114.5,114.5,114.5,114.5,4,38.377699592790904,0.0
USDJPY,20010103,64700,114.5,114.53,114.5,114.52,4,61.83626939209303,0.0
USDJPY,20010103,64800,114.52,114.53,114.52,114.53,4,68.32841324039315,0.0
USDJPY,20010103,64900,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65000,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65100,114.53,114.53,114.53,114.53,4,68.32841324039315,0.0
USDJPY,20010103,65200,114.53,114.53,114.53,114.53,4,68.32841324039315,0.0
USDJPY,20010103,65300,114.53,114.53,114.53,114.53,4,68.32841324039315,0.0
USDJPY,20010103,65400,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65500,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65600,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65700,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65800,114.53,114.53,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,65900,114.53,114.53,114.53,114.53,4,68.32841324039315,0.0
USDJPY,20010103,70000,114.53,114.53,114.53,114.53,4,68.32841324039315,0.0
USDJPY,20010103,70100,114.54,114.55,114.53,114.53,4,68.32841324039313,0.0
USDJPY,20010103,70200,114.54,114.54,114.54,114.54,4,78.60158398334065,0.0
USDJPY,20010103,70300,114.54,114.54,114.53,114.54,4,78.60158398334065,0.0
USDJPY,20010103,70400,114.56,114.56,114.56,114.56,4,87.7889021627042,0.0
USDJPY,20010103,70500,114.56,114.56,114.56,114.56,4,87.7889021627042,0.0
USDJPY,20010103,70600,114.56,114.57,114.56,114.56,4,87.7889021627042,0.0
USDJPY,20010103,70700,114.56,114.58,114.56,114.58,4,92.05132110943099,0.0
USDJPY,20010103,70800,114.58,114.6,114.58,114.59,4,93.30894483257035,0.0
USDJPY,20010103,70900,114.59,114.6,114.59,114.59,4,93.30894483257035,0.0
USDJPY,20010103,71000,114.59,114.59,114.58,114.58,4,78.84183274447189,0.0
USDJPY,20010103,71100,114.58,114.58,114.53,114.54,4,47.27047719411913,-1.0
USDJPY,20010103,71200,114.55,114.56,114.54,114.54,4,47.27047719411913,0.0
USDJPY,20010103,71300,114.53,114.53,114.53,114.53,4,42.35312460840148,0.0
USDJPY,20010103,71400,114.53,114.55,114.52,114.54,4,48.16058357693315,0.0
USDJPY,20010103,71500,114.53,114.53,114.52,114.53,4,43.44696433081361,0.0
USDJPY,20010103,71600,114.52,114.53,114.52,114.53,4,43.4469643308136,0.0
USDJPY,20010103,71700,114.52,114.55,114.52,114.55,4,53.910218385414744,0.0
USDJPY,20010103,71800,114.54,114.55,114.54,114.54,4,49.02603147128358,0.0
USDJPY,20010103,71900,114.54,114.55,114.53,114.55,4,53.55733353961762,0.0
USDJPY,20010103,72000,114.54,114.54,114.52,114.52,4,41.60770794257315,0.0
USDJPY,20010103,72100,114.51,114.51,114.49,114.49,4,33.5469919532852,0.0
USDJPY,20010103,72200,114.49,114.49,114.47,114.47,4,29.450716801310662,0.0
USDJPY,20010103,72300,114.47,114.47,114.45,114.45,4,26.028069293972635,0.0
USDJPY,20010103,72400,114.45,114.46,114.45,114.46,4,30.38446345290106,1.0
USDJPY,20010103,72500,114.46,114.47,114.46,114.46,4,30.38446345290106,0.0
USDJPY,20010103,72600,114.45,114.45,114.44,114.44,4,26.732701759787517,0.0
USDJPY,20010103,72700,114.43,114.44,114.41,114.42,4,23.669193845242674,0.0
USDJPY,20010103,72800,114.41,114.42,114.39,114.4,4,21.06900514850838,0.0
USDJPY,20010103,72900,114.39,114.41,114.39,114.4,4,21.06900514850838,0.0
USDJPY,20010103,73000,114.4,114.41,114.39,114.4,4,21.06900514850838,0.0
USDJPY,20010103,73100,114.4,114.42,114.4,114.42,4,30.592220404898924,1.0
USDJPY,20010103,73200,114.43,114.44,114.42,114.42,4,30.592220404898924,0.0
USDJPY,20010103,73300,114.42,114.45,114.42,114.43,4,35.130741212747395,0.0
USDJPY,20010103,73400,114.43,114.43,114.41,114.42,4,32.819611610327996,0.0
USDJPY,20010103,73500,114.42,114.44,114.42,114.44,4,41.157276435649074,0.0
USDJPY,20010103,73600,114.44,114.44,114.42,114.43,4,38.57912188479703,0.0
USDJPY,20010103,73700,114.44,114.46,114.44,114.45,4,45.880884200490826,0.0
USDJPY,20010103,73800,114.45,114.46,114.44,114.44,4,43.12061580535097,0.0
USDJPY,20010103,73900,114.44,114.45,114.43,114.43,4,40.49684777024447,0.0
USDJPY,20010103,74000,114.44,114.44,114.44,114.44,4,44.156167692724196,0.0
USDJPY,20010103,74100,114.45,114.45,114.44,114.45,4,47.624893781788465,0.0
USDJPY,20010103,74200,114.45,114.47,114.44,114.47,4,53.80510672943721,0.0
USDJPY,20010103,74300,114.47,114.47,114.46,114.46,4,50.59067863152867,0.0
USDJPY,20010103,74400,114.45,114.47,114.44,114.44,4,44.82306160946548,0.0
USDJPY,20010103,74500,114.42,114.42,114.39,114.4,4,35.986550822889285,0.0
USDJPY,20010103,74600,114.4,114.4,114.4,114.4,4,35.986550822889285,0.0
USDJPY,20010103,74700,114.4,114.41,114.4,114.4,4,35.986550822889285,0.0
USDJPY,20010103,74800,114.41,114.41,114.39,114.39,4,33.89980047137284,0.0
USDJPY,20010103,74900,114.38,114.4,114.38,114.4,4,37.78497249686756,0.0
USDJPY,20010103,75000,114.4,114.42,114.4,114.42,4,44.776128759993,0.0
USDJPY,20010103,75100,114.42,114.43,114.41,114.41,4,42.22142089870825,0.0
USDJPY,20010103,75200,114.42,114.42,114.42,114.42,4,45.56605922057016,0.0
USDJPY,20010103,75300,114.43,114.44,114.43,114.43,4,48.760340958929184,0.0
USDJPY,20010103,75400,114.43,114.48,114.43,114.46,4,56.926527011032086,0.0
USDJPY,20010103,75500,114.47,114.48,114.47,114.47,4,59.25743349981577,0.0
USDJPY,20010103,75600,114.47,114.51,114.47,114.5,4,65.32051657151857,0.0
USDJPY,20010103,75700,114.51,114.54,114.51,114.53,4,70.11063743983239,0.0
USDJPY,20010103,75800,114.51,114.53,114.51,114.53,4,70.11063743983239,0.0
USDJPY,20010103,75900,114.54,114.56,114.53,114.55,4,72.99467773643397,0.0
USDJPY,20010103,80000,114.54,114.58,114.54,114.57,4,75.5367267541926,0.0
USDJPY,20010103,80100,114.56,114.57,114.55,114.56,4,71.89276004093168,0.0
USDJPY,20010103,80200,114.57,114.61,114.56,114.61,4,77.68840259081148,0.0
USDJPY,20010103,80300,114.61,114.61,114.57,114.57,4,65.96917212099814,-1.0
USDJPY,20010103,80400,114.57,114.58,114.57,114.58,4,67.29733324594031,0.0
USDJPY,20010103,80500,114.57,114.57,114.56,114.56,4,62.07893536405896,0.0
USDJPY,20010103,80600,114.56,114.56,114.53,114.53,4,55.16848524653396,0.0
USDJPY,20010103,80700,114.52,114.55,114.51,114.53,4,55.16848524653396,0.0
USDJPY,20010103,80800,114.53,114.53,114.5,114.5,4,48.86051696953335,0.0
USDJPY,20010103,80900,114.5,114.5,114.5,114.5,4,48.86051696953335,0.0
USDJPY,20010103,81000,114.5,114.5,114.47,114.47,4,43.139852647523384,0.0
USDJPY,20010103,81100,114.47,114.49,114.47,114.48,4,45.43325312664476,0.0
USDJPY,20010103,81200,114.48,114.5,114.48,114.48,4,45.43325312664476,0.0
USDJPY,20010103,81300,114.47,114.49,114.46,114.47,4,43.402951563495506,0.0
USDJPY,20010103,81400,114.47,114.5,114.47,114.5,4,50.543276757525966,0.0
USDJPY,20010103,81500,114.5,114.5,114.47,114.47,4,44.497593182753306,0.0
USDJPY,20010103,81600,114.46,114.49,114.46,114.48,4,46.78265852081424,0.0
USDJPY,20010103,81700,114.48,114.49,114.47,114.47,4,44.79649270771959,0.0
USDJPY,20010103,81800,114.46,114.47,114.44,114.45,4,41.0434053735919,0.0
USDJPY,20010103,81900,114.45,114.46,114.44,114.45,4,41.0434053735919,0.0
USDJPY,20010103,82000,114.44,114.47,114.44,114.45,4,41.0434053735919,0.0
USDJPY,20010103,82100,114.45,114.45,114.43,114.43,4,37.15545030740706,0.0
USDJPY,20010103,82200,114.44,114.44,114.43,114.44,4,40.20541220652459,0.0
USDJPY,20010103,82300,114.45,114.45,114.43,114.43,4,38.20844539821914,0.0
USDJPY,20010103,82400,114.42,114.45,114.42,114.45,4,44.18004261616568,0.0
USDJPY,20010103,82500,114.47,114.48,114.46,114.47,4,49.44187520369973,0.0
USDJPY,20010103,82600,114.48,114.48,114.45,114.48,4,51.88412777933072,0.0
USDJPY,20010103,82700,114.48,114.48,114.46,114.46,4,46.99464754800185,0.0
USDJPY,20010103,82800,114.45,114.48,114.45,114.47,4,49.554445920481385,0.0
USDJPY,20010103,82900,114.48,114.5,114.48,114.49,4,54.30723112182198,0.0
USDJPY,20010103,83000,114.5,114.52,114.5,114.52,4,60.3428611537785,0.0
USDJPY,20010103,83100,114.5,114.51,114.48,114.49,4,52.82795415429858,0.0
USDJPY,20010103,83200,114.48,114.52,114.48,114.5,4,54.846562031136166,0.0
USDJPY,20010103,83300,114.49,114.51,114.49,114.51,4,56.83575135908719,0.0
USDJPY,20010103,83400,114.5,114.53,114.5,114.52,4,58.790828355205825,0.0
USDJPY,20010103,83500,114.51,114.51,114.49,114.49,4,51.285944488234094,0.0
USDJPY,20010103,83600,114.49,114.5,114.47,114.48,4,49.03876703977868,0.0
USDJPY,20010103,83700,114.49,114.49,114.48,114.48,4,49.03876703977868,0.0
USDJPY,20010103,83800,114.48,114.52,114.47,114.47,4,46.667279429032874,0.0
USDJPY,20010103,83900,114.47,114.48,114.45,114.45,4,42.26500675009491,0.0
USDJPY,20010103,84000,114.46,114.47,114.45,114.45,4,42.26500675009491,0.0
USDJPY,20010103,84100,114.44,114.45,114.42,114.42,4,36.306829634385586,0.0
USDJPY,20010103,84200,114.42,114.42,114.4,114.4,4,32.969924617118664,0.0
USDJPY,20010103,84300,114.39,114.4,114.37,114.39,4,31.415211737098275,0.0
USDJPY,20010103,84400,114.4,114.42,114.4,114.41,4,37.73881088540209,0.0
USDJPY,20010103,84500,114.4,114.43,114.4,114.42,4,40.68367625321182,0.0
USDJPY,20010103,84600,114.43,114.48,114.43,114.47,4,52.72411668674836,0.0
USDJPY,20010103,84700,114.47,114.48,114.47,114.47,4,52.72411668674836,0.0
USDJPY,20010103,84800,114.46,114.46,114.44,114.45,4,48.18654697020296,0.0
USDJPY,20010103,84900,114.46,114.46,114.44,114.44,4,46.052415827605486,0.0
USDJPY,20010103,85000,114.44,114.44,114.44,114.44,4,46.05241582760549,0.0
USDJPY,20010103,85100,114.44,114.45,114.43,114.44,4,46.052415827605486,0.0
USDJPY,20010103,85200,114.44,114.44,114.44,114.44,4,46.05241582760549,0.0
USDJPY,20010103,85300,114.44,114.44,114.4,114.4,4,37.19052605909742,0.0
USDJPY,20010103,85400,114.39,114.42,114.39,114.42,4,43.08758696869352,0.0
USDJPY,20010103,85500,114.41,114.42,114.4,114.41,4,41.01411353864344,0.0
USDJPY,20010103,85600,114.4,114.41,114.4,114.41,4,41.01411353864344,0.0
USDJPY,20010103,85700,114.4,114.4,114.39,114.4,4,38.846094788510406,0.0
USDJPY,20010103,85800,114.41,114.45,114.41,114.45,4,52.395795546345525,0.0
USDJPY,20010103,85900,114.45,114.45,114.44,114.44,4,50.009245795934405,0.0
USDJPY,20010103,90000,114.44,114.44,114.44,114.44,4,50.009245795934405,0.0
USDJPY,20010103,90100,114.43,114.44,114.42,114.44,4,50.009245795934405,0.0
USDJPY,20010103,90200,114.44,114.44,114.44,114.44,4,50.009245795934405,0.0
USDJPY,20010103,90300,114.44,114.45,114.44,114.45,4,52.89512809244379,0.0
USDJPY,20010103,90400,114.44,114.44,114.43,114.43,4,47.0455786191018,0.0
USDJPY,20010103,90500,114.42,114.42,114.4,114.4,4,39.91508290276314,0.0
USDJPY,20010103,90600,114.39,114.39,114.38,114.38,4,35.99791912256707,0.0
USDJPY,20010103,90700,114.39,114.39,114.39,114.39,4,39.21024625795533,0.0
USDJPY,20010103,90800,114.39,114.39,114.39,114.39,4,39.21024625795532,0.0
USDJPY,20010103,90900,114.39,114.41,114.39,114.41,4,45.54935318608049,0.0
USDJPY,20010103,91000,114.42,114.49,114.42,114.49,4,62.42717018180189,0.0
USDJPY,20010103,91100,114.5,114.51,114.5,114.51,4,65.32119373948032,0.0
USDJPY,20010103,91200,114.51,114.51,114.49,114.49,4,60.317867530733686,0.0
USDJPY,20010103,91300,114.47,114.47,114.46,114.46,4,53.67640033286191,0.0
USDJPY,20010103,91400,114.47,114.47,114.45,114.45,4,51.635463509919795,0.0
USDJPY,20010103,91500,114.45,114.45,114.45,114.45,4,51.63546350991979,0.0
USDJPY,20010103,91600,114.47,114.47,114.46,114.47,4,55.55527982894549,0.0
USDJPY,20010103,91700,114.47,114.48,114.47,114.48,4,57.41377943526719,0.0
USDJPY,20010103,91800,114.48,114.48,114.48,114.48,4,57.413779435267195,0.0
USDJPY,20010103,91900,114.48,114.48,114.48,114.48,4,57.413779435267195,0.0
USDJPY,20010103,92000,114.48,114.48,114.47,114.47,4,54.56405425743233,0.0
USDJPY,20010103,92100,114.47,114.47,114.45,114.45,4,49.29421381043547,0.0
USDJPY,20010103,92200,114.45,114.46,114.45,114.46,4,51.80081486512969,0.0
USDJPY,20010103,92300,114.47,114.47,114.46,114.46,4,51.80081486512969,0.0
USDJPY,20010103,92400,114.44,114.45,114.44,114.45,4,48.99200539422038,0.0
USDJPY,20010103,92500,114.47,114.47,114.47,114.47,4,54.32618524364874,0.0
USDJPY,20010103,92600,114.47,114.47,114.47,114.47,4,54.32618524364873,0.0
USDJPY,20010103,92700,114.45,114.45,114.45,114.45,4,48.45003529688929,0.0
USDJPY,20010103,92800,114.45,114.46,114.45,114.46,4,51.28718081537565,0.0
USDJPY,20010103,92900,114.47,114.47,114.47,114.47,4,54.01285754793915,0.0
USDJPY,20010103,93200,114.47,114.49,114.47,114.49,4,58.95897027532316,0.0
USDJPY,20010103,93300,114.48,114.52,114.48,114.52,4,65.03401280402639,0.0
USDJPY,20010103,93400,114.54,114.55,114.54,114.55,4,69.8415702533292,0.0
USDJPY,20010103,93500,114.56,114.57,114.56,114.57,4,72.55111779903226,0.0
USDJPY,20010103,93600,114.56,114.58,114.56,114.58,4,73.81774771639716,0.0
USDJPY,20010103,93700,114.56,114.56,114.56,114.56,4,67.14431893099209,-1.0
USDJPY,20010103,93800,114.56,114.56,114.56,114.56,4,67.14431893099209,0.0
USDJPY,20010103,93900,114.56,114.56,114.56,114.56,4,67.14431893099209,0.0
USDJPY,20010103,94000,114.56,114.56,114.56,114.56,4,67.14431893099209,0.0
USDJPY,20010103,94100,114.54,114.55,114.54,114.54,4,59.86486232109491,0.0
USDJPY,20010103,94200,114.55,114.58,114.55,114.58,4,67.46264140212344,0.0
USDJPY,20010103,94300,114.56,114.56,114.54,114.54,4,56.038291987552604,0.0
USDJPY,20010103,94400,114.53,114.53,114.53,114.53,4,53.594775443185895,0.0
USDJPY,20010103,94500,114.54,114.56,114.54,114.54,4,55.67616058602761,0.0
USDJPY,20010103,94600,114.53,114.53,114.51,114.51,4,48.62938718399633,0.0
USDJPY,20010103,94700,114.51,114.51,114.51,114.51,4,48.62938718399633,0.0
USDJPY,20010103,94800,114.51,114.53,114.51,114.53,4,53.208353633784164,0.0
USDJPY,20010103,94900,114.53,114.53,114.53,114.53,4,53.208353633784164,0.0
USDJPY,20010103,95000,114.53,114.53,114.53,114.53,4,53.208353633784164,0.0
USDJPY,20010103,95100,114.54,114.56,114.54,114.56,4,59.90408673473773,0.0
USDJPY,20010103,95200,114.56,114.56,114.56,114.56,4,59.90408673473773,0.0
USDJPY,20010103,95500,114.56,114.59,114.56,114.59,4,65.61119666454853,0.0
USDJPY,20010103,95600,114.58,114.58,114.58,114.58,4,62.42174893319235,0.0
USDJPY,20010103,95700,114.56,114.56,114.56,114.56,4,56.50554325134609,0.0
USDJPY,20010103,95800,114.58,114.59,114.58,114.59,4,62.280505366018,0.0
USDJPY,20010103,95900,114.59,114.59,114.59,114.59,4,62.28050536601799,0.0
USDJPY,20010103,100000,114.6,114.61,114.6,114.61,4,65.79221273590477,0.0
USDJPY,20010103,100100,114.61,114.61,114.61,114.61,4,65.79221273590477,0.0
USDJPY,20010103,100200,114.61,114.64,114.61,114.64,4,70.56032139521031,0.0
USDJPY,20010103,100300,114.64,114.64,114.64,114.64,4,70.56032139521031,0.0
USDJPY,20010103,100400,114.64,114.64,114.62,114.62,4,63.69580281792813,-1.0
USDJPY,20010103,100500,114.61,114.61,114.61,114.61,4,60.52520961477469,0.0
USDJPY,20010103,100600,114.61,114.62,114.61,114.62,4,62.53363609574889,0.0
USDJPY,20010103,100700,114.61,114.61,114.61,114.61,4,59.28525140113946,0.0
USDJPY,20010103,100900,114.61,114.61,114.59,114.59,4,53.31963133953503,0.0
USDJPY,20010103,101200,114.54,114.54,114.52,114.52,4,38.65754132926441,0.0
USDJPY,20010103,101300,114.51,114.54,114.51,114.54,4,43.44287989064737,0.0
USDJPY,20010103,101400,114.55,114.55,114.54,114.54,4,43.44287989064737,0.0
USDJPY,20010103,101500,114.53,114.54,114.49,114.49,4,35.42934715086432,0.0
USDJPY,20010103,101600,114.47,114.47,114.47,114.47,4,32.82135327922556,0.0
USDJPY,20010103,101700,114.47,114.47,114.47,114.47,4,32.82135327922556,0.0
USDJPY,20010103,101800,114.48,114.48,114.44,114.46,4,31.477704262466148,0.0
USDJPY,20010103,101900,114.45,114.46,114.45,114.45,4,30.148535110832782,0.0
USDJPY,20010103,102000,114.45,114.48,114.45,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102100,114.47,114.47,114.47,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102200,114.47,114.47,114.47,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102300,114.47,114.47,114.46,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102400,114.46,114.48,114.46,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102500,114.47,114.47,114.46,114.47,4,35.97175856295567,0.0
USDJPY,20010103,102600,114.46,114.5,114.46,114.49,4,43.340131511570846,0.0
USDJPY,20010103,102700,114.5,114.51,114.48,114.51,4,49.58783049359545,0.0
USDJPY,20010103,102800,114.51,114.51,114.48,114.49,4,44.32436542878079,0.0
USDJPY,20010103,102900,114.48,114.49,114.48,114.48,4,41.92798733975492,0.0
USDJPY,20010103,103000,114.47,114.47,114.45,114.45,4,35.69341274612593,0.0
USDJPY,20010103,103100,114.45,114.45,114.44,114.44,4,33.8846988757183,0.0
USDJPY,20010103,103200,114.44,114.45,114.42,114.44,4,33.8846988757183,0.0
USDJPY,20010103,103300,114.43,114.43,114.41,114.41,4,28.80597107782168,0.0
USDJPY,20010103,103400,114.4,114.41,114.4,114.41,4,28.80597107782168,0.0
USDJPY,20010103,103500,114.39,114.42,114.39,114.4,4,27.228288046241772,0.0
USDJPY,20010103,103600,114.41,114.42,114.4,114.42,4,34.90696559482339,1.0
USDJPY,20010103,103700,114.42,114.42,114.42,114.42,4,34.90696559482339,0.0
USDJPY,20010103,103800,114.42,114.42,114.42,114.42,4,34.90696559482339,0.0
