<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,%K,%D,Signal SO
USDJPY,20010103,43500,114.55,114.56,114.55,114.56,4,100.0,33.333333333333336,1.0
USDJPY,20010103,43600,114.56,114.56,114.56,114.56,4,100.0,66.66666666666667,0.0
USDJPY,20010103,43700,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,43800,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,43900,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,44000,114.56,114.56,114.55,114.56,4,100.0,100.0,0.0
USDJPY,20010103,44100,114.55,114.55,114.54,114.54,4,0.0,66.66666666666667,-1.0
USDJPY,20010103,44200,114.54,114.54,114.54,114.54,4,0.0,33.333333333333336,0.0
USDJPY,20010103,44300,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,44400,114.54,114.54,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,44500,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,44600,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,44700,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,44800,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,44900,114.53,114.55,114.53,114.54,4,33.333333333349124,11.111111111116374,1.0
USDJPY,20010103,45000,114.54,114.54,114.54,114.54,4,33.333333333349124,22.222222222232748,0.0
USDJPY,20010103,45100,114.54,114.54,114.54,114.54,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,45200,114.54,114.56,114.54,114.56,4,100.0,55.55555555556608,0.0
USDJPY,20010103,45300,114.56,114.56,114.56,114.56,4,100.0,77.77777777778304,0.0
USDJPY,20010103,45400,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,45500,114.55,114.55,114.54,114.54,4,33.333333333349124,77.77777777778304,-1.0
USDJPY,20010103,45600,114.54,114.54,114.54,114.54,4,33.333333333349124,55.55555555556608,0.0
USDJPY,20010103,45700,114.54,114.54,114.54,114.54,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,45800,114.54,114.54,114.54,114.54,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,45900,114.54,114.54,114.53,114.53,4,0.0,22.222222222232748,0.0
USDJPY,20010103,50000,114.53,114.54,114.53,114.53,4,0.0,11.111111111116374,0.0
USDJPY,20010103,50100,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,50200,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,50300,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,50400,114.53,114.54,114.53,114.54,4,33.333333333349124,11.111111111116374,1.0
USDJPY,20010103,50500,114.54,114.54,114.54,114.54,4,33.333333333349124,22.222222222232748,0.0
USDJPY,20010103,50600,114.54,114.54,114.54,114.54,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,50700,114.54,114.54,114.54,114.54,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,50800,114.54,114.54,114.54,114.54,4,50.00000000003553,38.88888888891126,0.0
USDJPY,20010103,50900,114.54,114.54,114.53,114.53,4,0.0,27.77777777779488,0.0
USDJPY,20010103,51000,114.53,114.53,114.53,114.53,4,0.0,16.66666666667851,0.0
USDJPY,20010103,51100,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51200,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51300,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51400,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51500,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51600,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51700,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51800,114.53,114.53,114.53,114.53,4,0.0,0.0,0.0
USDJPY,20010103,51900,114.54,114.54,114.54,114.54,4,100.0,33.333333333333336,1.0
USDJPY,20010103,52000,114.54,114.54,114.54,114.54,4,100.0,66.66666666666667,0.0
USDJPY,20010103,52100,114.54,114.54,114.54,114.54,4,100.0,100.0,0.0
USDJPY,20010103,52200,114.54,114.55,114.54,114.54,4,50.00000000003553,83.33333333334518,-1.0
USDJPY,20010103,52300,114.54,114.54,114.54,114.54,4,50.00000000003553,66.66666666669035,0.0
USDJPY,20010103,52400,114.54,114.56,114.54,114.55,4,66.66666666665088,55.55555555557398,0.0
USDJPY,20010103,52500,114.56,114.56,114.55,114.56,4,100.0,72.22222222222881,0.0
USDJPY,20010103,52600,114.56,114.56,114.56,114.56,4,100.0,88.88888888888363,0.0
USDJPY,20010103,52700,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,52800,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53000,114.55,114.56,114.55,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53200,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53300,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53400,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53500,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53600,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53700,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53800,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,53900,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54000,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54100,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54200,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54300,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54400,114.56,114.56,114.56,114.56,4,100.0,100.0,0.0
USDJPY,20010103,54500,114.56,114.56,114.56,114.56,4,0.0,66.66666666666667,-1.0
USDJPY,20010103,54800,114.56,114.56,114.56,114.56,4,0.0,33.333333333333336,0.0
USDJPY,20010103,55000,114.55,114.55,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55100,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55200,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55400,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55500,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55600,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55700,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55800,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,55900,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60000,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60100,114.54,114.55,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60200,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60300,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60400,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60500,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60600,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60700,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60800,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,60900,114.56,114.56,114.56,114.56,4,100.0,33.333333333333336,1.0
USDJPY,20010103,61000,114.54,114.54,114.54,114.54,4,0.0,33.333333333333336,0.0
USDJPY,20010103,61100,114.54,114.54,114.54,114.54,4,0.0,33.333333333333336,0.0
USDJPY,20010103,61200,114.54,114.54,114.54,114.54,4,0.0,0.0,0.0
USDJPY,20010103,61300,114.53,114.53,114.52,114.52,4,0.0,0.0,0.0
USDJPY,20010103,61400,114.53,114.53,114.53,114.53,4,25.000000000008882,8.333333333336293,1.0
USDJPY,20010103,61500,114.53,114.53,114.53,114.53,4,25.000000000008882,16.666666666672587,0.0
USDJPY,20010103,61600,114.53,114.53,114.53,114.53,4,25.000000000008882,25.000000000008882,0.0
USDJPY,20010103,61700,114.53,114.53,114.53,114.53,4,25.000000000008882,25.000000000008882,0.0
USDJPY,20010103,61800,114.53,114.53,114.5,114.5,4,0.0,16.666666666672587,0.0
USDJPY,20010103,61900,114.51,114.51,114.5,114.5,4,0.0,8.333333333336293,0.0
USDJPY,20010103,62000,114.5,114.5,114.5,114.5,4,0.0,0.0,0.0
USDJPY,20010103,62100,114.5,114.5,114.5,114.5,4,0.0,0.0,0.0
USDJPY,20010103,62200,114.5,114.5,114.5,114.5,4,0.0,0.0,0.0
USDJPY,20010103,62300,114.5,114.5,114.5,114.5,4,0.0,0.0,0.0
USDJPY,20010103,62400,114.5,114.51,114.5,114.51,4,25.000000000008882,8.333333333336293,1.0
USDJPY,20010103,62500,114.51,114.51,114.51,114.51,4,25.000000000008882,16.666666666672587,0.0
USDJPY,20010103,62600,114.51,114.51,114.51,114.51,4,33.333333333349124,27.77777777778896,0.0
USDJPY,20010103,62700,114.51,114.51,114.51,114.51,4,33.333333333349124,30.555555555569043,0.0
USDJPY,20010103,62800,114.51,114.51,114.51,114.51,4,33.333333333349124,33.333333333349124,0.0
USDJPY,20010103,62900,114.51,114.51,114.5,114.5,4,0.0,22.222222222232748,0.0
USDJPY,20010103,63000,114.51,114.51,114.51,114.51,4,33.333333333349124,22.222222222232748,0.0
USDJPY,20010103,63100,114.51,114.51,114.51,114.51,4,33.333333333349124,22.222222222232748,0.0
USDJPY,20010103,63200,114.51,114.51,114.51,114.51,4,100.0,55.55555555556608,0.0
USDJPY,20010103,63300,114.51,114.51,114.51,114.51,4,100.0,77.77777777778304,0.0
USDJPY,20010103,63400,114.51,114.51,114.51,114.51,4,100.0,100.0,0.0
USDJPY,20010103,63500,114.51,114.51,114.5,114.5,4,0.0,66.66666666666667,-1.0
USDJPY,20010103,63600,114.49,114.5,114.49,114.5,4,50.0,50.0,0.0
USDJPY,20010103,63700,114.49,114.51,114.48,114.51,4,100.0,50.0,0.0
USDJPY,20010103,63800,114.5,114.51,114.5,114.5,4,66.66666666665088,72.22222222221696,0.0
USDJPY,20010103,63900,114.5,114.5,114.5,114.5,4,66.66666666665088,77.77777777776726,0.0
USDJPY,20010103,64000,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64200,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64300,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64400,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64500,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64600,114.5,114.5,114.5,114.5,4,66.66666666665088,66.66666666665088,0.0
USDJPY,20010103,64700,114.5,114.53,114.5,114.52,4,79.99999999998863,71.1111111110968,0.0
USDJPY,20010103,64800,114.52,114.53,114.52,114.53,4,100.0,82.22222222221318,0.0
USDJPY,20010103,64900,114.53,114.53,114.53,114.53,4,100.0,93.33333333332955,0.0
USDJPY,20010103,65000,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65100,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65200,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65300,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65400,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65500,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65600,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65700,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65800,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,65900,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,70000,114.53,114.53,114.53,114.53,4,100.0,100.0,0.0
USDJPY,20010103,70100,114.54,114.55,114.53,114.53,4,33.333333333349124,77.77777777778304,-1.0
USDJPY,20010103,70200,114.54,114.54,114.54,114.54,4,50.00000000003553,61.11111111112822,0.0
USDJPY,20010103,70300,114.54,114.54,114.53,114.54,4,50.00000000003553,44.44444444447339,0.0
USDJPY,20010103,70400,114.56,114.56,114.56,114.56,4,100.0,66.66666666669035,0.0
USDJPY,20010103,70500,114.56,114.56,114.56,114.56,4,100.0,83.33333333334518,0.0
USDJPY,20010103,70600,114.56,114.57,114.56,114.56,4,75.00000000001776,91.66666666667258,-1.0
USDJPY,20010103,70700,114.56,114.58,114.56,114.58,4,100.0,91.66666666667258,0.0
USDJPY,20010103,70800,114.58,114.6,114.58,114.59,4,85.71428571429732,86.9047619047717,-1.0
USDJPY,20010103,70900,114.59,114.6,114.59,114.59,4,85.71428571429732,90.47619047619821,0.0
USDJPY,20010103,71000,114.59,114.59,114.58,114.58,4,71.42857142857433,80.95238095238966,0.0
USDJPY,20010103,71100,114.58,114.58,114.53,114.54,4,14.285714285722987,57.14285714286488,0.0
USDJPY,20010103,71200,114.55,114.56,114.54,114.54,4,14.285714285722987,33.3333333333401,0.0
USDJPY,20010103,71300,114.53,114.53,114.53,114.53,4,0.0,9.523809523815325,0.0
USDJPY,20010103,71400,114.53,114.55,114.52,114.54,4,25.000000000013323,13.095238095245437,1.0
USDJPY,20010103,71500,114.53,114.53,114.52,114.53,4,12.500000000006661,12.50000000000666,0.0
USDJPY,20010103,71600,114.52,114.53,114.52,114.53,4,12.500000000006661,16.66666666667555,0.0
USDJPY,20010103,71700,114.52,114.55,114.52,114.55,4,37.500000000002224,20.833333333338516,1.0
USDJPY,20010103,71800,114.54,114.55,114.54,114.54,4,25.000000000013323,25.0000000000074,0.0
USDJPY,20010103,71900,114.54,114.55,114.53,114.55,4,37.500000000002224,33.333333333339255,0.0
USDJPY,20010103,72000,114.54,114.54,114.52,114.52,4,0.0,20.833333333338516,0.0
USDJPY,20010103,72100,114.51,114.51,114.49,114.49,4,0.0,12.50000000000074,0.0
USDJPY,20010103,72200,114.49,114.49,114.47,114.47,4,0.0,0.0,0.0
USDJPY,20010103,72300,114.47,114.47,114.45,114.45,4,0.0,0.0,0.0
USDJPY,20010103,72400,114.45,114.46,114.45,114.46,4,7.6923076923009654,2.5641025641003217,1.0
USDJPY,20010103,72500,114.46,114.47,114.46,114.46,4,9.090909090900869,5.5944055944006115,0.0
USDJPY,20010103,72600,114.45,114.45,114.44,114.44,4,0.0,5.5944055944006115,0.0
USDJPY,20010103,72700,114.43,114.44,114.41,114.42,4,7.142857142860768,5.411255411253879,1.0
USDJPY,20010103,72800,114.41,114.42,114.39,114.4,4,6.250000000003331,4.464285714288033,0.0
USDJPY,20010103,72900,114.39,114.41,114.39,114.4,4,6.250000000003331,6.547619047622476,0.0
USDJPY,20010103,73000,114.4,114.41,114.39,114.4,4,6.250000000003331,6.25000000000333,1.0
USDJPY,20010103,73100,114.4,114.42,114.4,114.42,4,18.750000000001112,10.416666666669258,0.0
USDJPY,20010103,73200,114.43,114.44,114.42,114.42,4,18.750000000001112,14.583333333335185,0.0
USDJPY,20010103,73300,114.42,114.45,114.42,114.43,4,26.666666666669826,21.388888888890687,0.0
USDJPY,20010103,73400,114.43,114.43,114.41,114.42,4,25.0,23.472222222223646,0.0
USDJPY,20010103,73500,114.42,114.44,114.42,114.44,4,50.0,33.888888888889944,0.0
USDJPY,20010103,73600,114.44,114.44,114.42,114.43,4,50.00000000000888,41.66666666666963,0.0
USDJPY,20010103,73700,114.44,114.46,114.44,114.45,4,75.00000000000445,58.33333333333778,0.0
USDJPY,20010103,73800,114.45,114.46,114.44,114.44,4,62.499999999997776,62.5000000000037,0.0
USDJPY,20010103,73900,114.44,114.45,114.43,114.43,4,57.14285714287164,64.88095238095795,0.0
USDJPY,20010103,74000,114.44,114.44,114.44,114.44,4,71.42857142857433,63.69047619048124,0.0
USDJPY,20010103,74100,114.45,114.45,114.44,114.45,4,85.71428571429732,71.4285714285811,0.0
USDJPY,20010103,74200,114.45,114.47,114.44,114.47,4,100.0,85.71428571429055,0.0
USDJPY,20010103,74300,114.47,114.47,114.46,114.46,4,87.49999999999334,91.07142857143022,-1.0
USDJPY,20010103,74400,114.45,114.47,114.44,114.44,4,57.14285714285134,81.5476190476149,0.0
USDJPY,20010103,74500,114.42,114.42,114.39,114.4,4,12.500000000006661,52.38095238095044,0.0
USDJPY,20010103,74600,114.4,114.4,114.4,114.4,4,12.500000000006661,27.38095238095489,0.0
USDJPY,20010103,74700,114.4,114.41,114.4,114.4,4,12.500000000006661,12.50000000000666,0.0
USDJPY,20010103,74800,114.41,114.41,114.39,114.39,4,0.0,8.333333333337775,0.0
USDJPY,20010103,74900,114.38,114.4,114.38,114.4,4,22.222222222232748,11.574074074079803,1.0
USDJPY,20010103,75000,114.4,114.42,114.4,114.42,4,44.44444444444971,22.222222222227487,0.0
USDJPY,20010103,75100,114.42,114.43,114.41,114.41,4,33.333333333333336,33.3333333333386,0.0
USDJPY,20010103,75200,114.42,114.42,114.42,114.42,4,44.44444444444971,40.74074074074425,0.0
USDJPY,20010103,75300,114.43,114.44,114.43,114.43,4,55.55555555556608,44.44444444444971,0.0
USDJPY,20010103,75400,114.43,114.48,114.43,114.46,4,79.99999999999147,60.00000000000242,0.0
USDJPY,20010103,75500,114.47,114.48,114.47,114.47,4,89.99999999999574,75.18518518518444,0.0
USDJPY,20010103,75600,114.47,114.51,114.47,114.5,4,92.30769230768894,87.43589743589204,0.0
USDJPY,20010103,75700,114.51,114.54,114.51,114.53,4,93.74999999999723,92.0192307692273,0.0
USDJPY,20010103,75800,114.51,114.53,114.51,114.53,4,93.74999999999723,93.2692307692278,0.0
USDJPY,20010103,75900,114.54,114.56,114.53,114.55,4,94.44444444444181,93.98148148147875,0.0
USDJPY,20010103,80000,114.54,114.58,114.54,114.57,4,94.99999999999751,94.39814814814552,0.0
USDJPY,20010103,80100,114.56,114.57,114.55,114.56,4,90.00000000000213,93.14814814814717,-1.0
USDJPY,20010103,80200,114.57,114.61,114.56,114.61,4,100.0,94.99999999999989,0.0
USDJPY,20010103,80300,114.61,114.61,114.57,114.57,4,80.95238095237741,90.31746031745985,-1.0
USDJPY,20010103,80400,114.57,114.58,114.57,114.58,4,84.99999999999964,88.65079365079235,0.0
USDJPY,20010103,80500,114.57,114.57,114.56,114.56,4,73.68421052631697,79.87886382623134,0.0
USDJPY,20010103,80600,114.56,114.56,114.53,114.53,4,55.555555555554676,71.41325536062378,0.0
USDJPY,20010103,80700,114.52,114.55,114.51,114.53,4,55.555555555554676,61.598440545808785,0.0
USDJPY,20010103,80800,114.53,114.53,114.5,114.5,4,21.428571428572155,44.179894179893836,0.0
USDJPY,20010103,80900,114.5,114.5,114.5,114.5,4,21.428571428572155,32.804232804232996,0.0
USDJPY,20010103,81000,114.5,114.5,114.47,114.47,4,0.0,14.28571428571477,0.0
USDJPY,20010103,81100,114.47,114.49,114.47,114.48,4,7.142857142860768,9.523809523810975,0.0
USDJPY,20010103,81200,114.48,114.5,114.48,114.48,4,7.142857142860768,4.761904761907179,1.0
USDJPY,20010103,81300,114.47,114.49,114.46,114.47,4,6.666666666669824,6.9841269841304525,0.0
USDJPY,20010103,81400,114.47,114.5,114.47,114.5,4,26.666666666669826,13.492063492066805,1.0
USDJPY,20010103,81500,114.5,114.5,114.47,114.47,4,6.666666666669824,13.333333333336492,0.0
USDJPY,20010103,81600,114.46,114.49,114.46,114.48,4,13.333333333339649,15.555555555559769,0.0
USDJPY,20010103,81700,114.48,114.49,114.47,114.47,4,8.333333333337281,9.444444444448918,0.0
USDJPY,20010103,81800,114.46,114.47,114.44,114.45,4,7.692307692311896,9.78632478632961,0.0
USDJPY,20010103,81900,114.45,114.46,114.44,114.45,4,8.333333333337281,8.119658119662153,1.0
USDJPY,20010103,82000,114.44,114.47,114.44,114.45,4,9.090909090913788,8.372183372187656,0.0
USDJPY,20010103,82100,114.45,114.45,114.43,114.43,4,0.0,5.80808080808369,0.0
USDJPY,20010103,82200,114.44,114.44,114.43,114.44,4,14.285714285702685,7.792207792205491,1.0
USDJPY,20010103,82300,114.45,114.45,114.43,114.43,4,0.0,4.761904761900895,0.0
USDJPY,20010103,82400,114.42,114.45,114.42,114.45,4,37.500000000002224,17.261904761901636,1.0
USDJPY,20010103,82500,114.47,114.48,114.46,114.47,4,62.499999999997776,33.333333333333336,0.0
USDJPY,20010103,82600,114.48,114.48,114.45,114.48,4,75.00000000000445,58.333333333334814,0.0
USDJPY,20010103,82700,114.48,114.48,114.46,114.46,4,49.99999999999112,62.49999999999778,0.0
USDJPY,20010103,82800,114.45,114.48,114.45,114.47,4,62.499999999997776,62.49999999999778,0.0
USDJPY,20010103,82900,114.48,114.5,114.48,114.49,4,87.49999999999334,66.66666666666073,0.0
USDJPY,20010103,83000,114.5,114.52,114.5,114.52,4,100.0,83.33333333333037,0.0
USDJPY,20010103,83100,114.5,114.51,114.48,114.49,4,69.99999999999716,85.83333333333017,-1.0
USDJPY,20010103,83200,114.48,114.52,114.48,114.5,4,80.00000000000284,83.33333333333333,0.0
USDJPY,20010103,83300,114.49,114.51,114.49,114.51,4,90.00000000000853,80.00000000000284,0.0
USDJPY,20010103,83400,114.5,114.53,114.5,114.52,4,90.90909090908622,86.9696969696992,0.0
USDJPY,20010103,83500,114.51,114.51,114.49,114.49,4,63.636363636357764,81.51515151515083,-1.0
USDJPY,20010103,83600,114.49,114.5,114.47,114.48,4,54.54545454545689,69.69696969696696,0.0
USDJPY,20010103,83700,114.49,114.49,114.48,114.48,4,54.54545454545689,57.57575757575719,0.0
USDJPY,20010103,83800,114.48,114.52,114.47,114.47,4,24.99999999999556,44.69696969696978,0.0
USDJPY,20010103,83900,114.47,114.48,114.45,114.45,4,0.0,26.51515151515082,0.0
USDJPY,20010103,84000,114.46,114.47,114.45,114.45,4,0.0,8.333333333331852,0.0
USDJPY,20010103,84100,114.44,114.45,114.42,114.42,4,0.0,0.0,0.0
USDJPY,20010103,84200,114.42,114.42,114.4,114.4,4,0.0,0.0,0.0
USDJPY,20010103,84300,114.39,114.4,114.37,114.39,4,12.49999999999778,4.166666666665926,1.0
USDJPY,20010103,84400,114.4,114.42,114.4,114.41,4,24.99999999999556,12.499999999997778,0.0
USDJPY,20010103,84500,114.4,114.43,114.4,114.42,4,31.249999999998888,22.916666666664074,0.0
USDJPY,20010103,84600,114.43,114.48,114.43,114.47,4,62.499999999997776,39.583333333330735,0.0
USDJPY,20010103,84700,114.47,114.48,114.47,114.47,4,62.499999999997776,52.083333333331474,0.0
USDJPY,20010103,84800,114.46,114.46,114.44,114.45,4,53.333333333335226,59.4444444444436,0.0
USDJPY,20010103,84900,114.46,114.46,114.44,114.44,4,46.666666666664774,54.166666666665925,0.0
USDJPY,20010103,85000,114.44,114.44,114.44,114.44,4,46.666666666664774,48.88888888888826,0.0
USDJPY,20010103,85100,114.44,114.45,114.43,114.44,4,46.666666666664774,46.666666666664774,0.0
USDJPY,20010103,85200,114.44,114.44,114.44,114.44,4,63.636363636357764,52.3232323232291,0.0
USDJPY,20010103,85300,114.44,114.44,114.4,114.4,4,27.272727272728446,45.85858585858366,0.0
USDJPY,20010103,85400,114.39,114.42,114.39,114.42,4,45.45454545454311,45.45454545454311,0.0
USDJPY,20010103,85500,114.41,114.42,114.4,114.41,4,36.36363636362932,36.363636363633624,0.0
USDJPY,20010103,85600,114.4,114.41,114.4,114.41,4,36.36363636362932,39.39393939393392,0.0
USDJPY,20010103,85700,114.4,114.4,114.39,114.4,4,11.111111111116374,27.946127946125003,0.0
USDJPY,20010103,85800,114.41,114.45,114.41,114.45,4,66.66666666666667,38.04713804713745,0.0
USDJPY,20010103,85900,114.45,114.45,114.44,114.44,4,55.55555555555029,44.44444444444445,0.0
USDJPY,20010103,90000,114.44,114.44,114.44,114.44,4,55.55555555555029,59.25925925925575,0.0
USDJPY,20010103,90100,114.43,114.44,114.42,114.44,4,71.42857142857433,60.846560846558305,0.0
USDJPY,20010103,90200,114.44,114.44,114.44,114.44,4,71.42857142857433,66.13756613756631,0.0
USDJPY,20010103,90300,114.44,114.45,114.44,114.45,4,100.0,80.95238095238288,0.0
USDJPY,20010103,90400,114.44,114.44,114.43,114.43,4,66.66666666667456,79.36507936508296,-1.0
USDJPY,20010103,90500,114.42,114.42,114.4,114.4,4,16.666666666674562,61.11111111111637,0.0
USDJPY,20010103,90600,114.39,114.39,114.38,114.38,4,0.0,27.77777777778304,0.0
USDJPY,20010103,90700,114.39,114.39,114.39,114.39,4,14.285714285720086,10.317460317464883,0.0
USDJPY,20010103,90800,114.39,114.39,114.39,114.39,4,14.285714285720086,9.52380952381339,0.0
USDJPY,20010103,90900,114.39,114.41,114.39,114.41,4,42.857142857139955,23.80952380952671,0.0
USDJPY,20010103,91000,114.42,114.49,114.42,114.49,4,100.0,52.380952380953346,0.0
USDJPY,20010103,91100,114.5,114.51,114.5,114.51,4,100.0,80.95238095237998,0.0
USDJPY,20010103,91200,114.51,114.51,114.49,114.49,4,84.61538461537789,94.87179487179263,-1.0
USDJPY,20010103,91300,114.47,114.47,114.46,114.46,4,61.53846153845565,82.05128205127784,0.0
USDJPY,20010103,91400,114.47,114.47,114.45,114.45,4,53.84615384615553,66.66666666666303,0.0
USDJPY,20010103,91500,114.45,114.45,114.45,114.45,4,53.84615384615553,56.41025641025558,0.0
USDJPY,20010103,91600,114.47,114.47,114.46,114.47,4,69.23076923076671,58.974358974359255,0.0
USDJPY,20010103,91700,114.47,114.48,114.47,114.48,4,76.92307692307776,66.66666666666667,0.0
USDJPY,20010103,91800,114.48,114.48,114.48,114.48,4,76.92307692307776,74.35897435897408,0.0
USDJPY,20010103,91900,114.48,114.48,114.48,114.48,4,76.92307692307776,76.92307692307776,0.0
USDJPY,20010103,92000,114.48,114.48,114.47,114.47,4,66.66666666666272,73.50427350427275,0.0
USDJPY,20010103,92100,114.47,114.47,114.45,114.45,4,50.0,64.52991452991348,0.0
USDJPY,20010103,92200,114.45,114.46,114.45,114.46,4,58.33333333332544,58.33333333332939,0.0
USDJPY,20010103,92300,114.47,114.47,114.46,114.46,4,44.44444444443392,50.925925925919785,0.0
USDJPY,20010103,92400,114.44,114.45,114.44,114.45,4,14.285714285720086,39.02116402115981,0.0
USDJPY,20010103,92500,114.47,114.47,114.47,114.47,4,42.857142857139955,33.86243386243132,0.0
USDJPY,20010103,92600,114.47,114.47,114.47,114.47,4,74.99999999999112,44.04761904761705,0.0
USDJPY,20010103,92700,114.45,114.45,114.45,114.45,4,25.000000000008882,47.61904761904665,0.0
USDJPY,20010103,92800,114.45,114.46,114.45,114.46,4,49.999999999982236,49.99999999999408,0.0
USDJPY,20010103,92900,114.47,114.47,114.47,114.47,4,74.99999999999112,49.99999999999408,0.0
USDJPY,20010103,93200,114.47,114.49,114.47,114.49,4,100.0,74.99999999999112,0.0
